#          N         relative errors
          10    0.96750389784575E-02
         100    0.30955934198573E-03
        1000    0.10093501259689E-04
       10000   -0.12142558034611E-05
      100000   -0.62989520301926E-05
     1000000   -0.59164612321183E-03
    10000000   -0.36990709602833E-01
   100000000   -0.68169009685516E+00
